match,team,oppnent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
 Final, Super Kings , Mumbai,April 25,2010,Super Kings , 22 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/mumbai-indians-vs-chennai-super-kings-final-419165/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
 2nd Semi-Final, Super Kings , Chargers,April 22,2010,Super Kings , 38 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/mumbai-indians-vs-royal-challengers-bangalore-1st-semi-final-419162/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg"
 54th match, Super Kings , Kings XI,April 18,2010,Super Kings , 6 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/kolkata-knight-riders-vs-mumbai-indians-56th-match-419161/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
 50th match, Super Kings , Daredevils,April 15,2010,Daredevils , 6 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/royal-challengers-bangalore-vs-mumbai-indians-52nd-match-419157/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
 48th match, Super Kings , KKR,April 13,2010,Super Kings , 9 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/mumbai-indians-vs-delhi-daredevils-47th-match-419152/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
 42nd match, Super Kings , Chargers,April 10,2010,Chargers , 6 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/rajasthan-royals-vs-mumbai-indians-45th-match-419150/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg"
 37th match, Super Kings , Mumbai,April 06,2010,Super Kings , 24 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/kings-xi-punjab-vs-mumbai-indians-41st-match-419146/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
 32nd match, Super Kings , Royals,April 03,2010,Super Kings , 23 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/chennai-super-kings-vs-mumbai-indians-37th-match-419142/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
 28th match, Super Kings , RCB,March 31,2010,Super Kings , 5 wickets ,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/mumbai-indians-vs-deccan-chargers-33rd-match-419138/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
 24th match, Super Kings , Royals,March 28,2010,Royals , 17 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/mumbai-indians-vs-kings-xi-punjab-27th-match-419132/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
